phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_pitch_time_3,upper_pitch_angle_3,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,eval_t_sim_s,eval_altitude_m,eval_speed_mps,eval_vr_mps,eval_fpa_deg,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 1,17,5.3785,4.9,86.8,30.7,72.1,79.9,41.1,113.0,46.4,143.5,19.1,2.8,301.9,6.1,0.0,16.3,67.9,179.8,5.0,520.8,0.4,200.7,0.2,0.88,0.91,1.00,0.96,0.06,0.56,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1047663652.49,5088979.29,4599139.70,4599139.70,73115.81,346893.06,387.000,339662.81,5414.885,254.629,2.695,,-4179139.70,346884.19,0.507986,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.9,86.8],[30.7,72.1],[79.9,41.1],[113.0,46.4],[143.5,19.1]]","[[16.3,67.9],[179.8,5.0],[200.7,0.2],[520.8,0.4]]","[[0.0,1.0],[14.355,1.0],[14.355,1.0],[71.774,1.0],[71.774,1.0],[129.194,1.0],[129.194,1.0],[143.548,1.0],[1000000000.0,1.0]]","[[0.0,0.882],[18.219,0.882],[18.219,0.906],[167.97,0.906],[167.97,1.0],[268.608,1.0],[268.608,0.961],[301.918,0.961],[302.918,0.0]]",SUBORBIT
Phase 1,18,5.8741,8.6,90.0,32.7,77.5,69.9,51.8,115.1,37.6,147.5,30.0,4.2,519.5,5.2,0.0,8.2,53.7,75.7,8.4,153.9,0.2,225.1,0.4,0.91,0.93,0.96,0.99,0.08,0.51,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2487768227.25,5877489.28,1000000000.00,0.00,0.00,319476.24,587.000,227729.34,13277.841,678.603,2.930,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.6,90.0],[32.7,77.5],[69.9,51.8],[115.1,37.6],[147.5,30.0]]","[[8.2,53.7],[75.7,8.4],[153.9,0.2],[225.1,0.4]]","[[0.0,1.0],[14.748,1.0],[14.748,1.0],[73.738,1.0],[73.738,1.0],[132.728,1.0],[132.728,1.0],[147.475,1.0],[1000000000.0,1.0]]","[[0.0,0.91],[41.938,0.91],[41.938,0.931],[266.98,0.931],[266.98,0.96],[469.033,0.96],[469.033,0.986],[519.534,0.986],[520.534,0.0]]",ESCAPE
Phase 1,20,6.4629,0.4,89.9,38.1,84.8,86.1,43.1,108.0,47.5,139.3,27.0,2.9,449.2,3.8,0.0,1.2,60.0,216.7,8.2,416.7,0.1,255.1,4.1,0.94,0.76,0.88,0.99,0.05,0.37,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,10528059.58,5721239.65,10519127.63,8931.95,10519127.63,554809.58,535.000,435431.53,9168.401,220.739,1.380,,428931.95,10939127.63,0.435926,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.4,89.9],[38.1,84.8],[86.1,43.1],[108.0,47.5],[139.3,27.0]]","[[1.2,60.0],[216.7,8.2],[255.1,4.1],[416.7,0.1]]","[[0.0,1.0],[13.933,1.0],[13.933,1.0],[69.667,1.0],[69.667,1.0],[125.4,1.0],[125.4,1.0],[139.334,1.0],[1000000000.0,1.0]]","[[0.0,0.942],[22.795,0.942],[22.795,0.76],[164.054,0.76],[164.054,0.878],[406.004,0.878],[406.004,0.985],[449.23,0.985],[450.23,0.0]]",OK
Phase 1,22,5.6913,3.6,89.9,34.7,77.6,74.8,52.6,112.9,46.5,146.0,29.9,11.7,451.6,0.0,0.0,9.6,65.9,249.8,6.7,539.3,0.0,253.0,0.7,0.70,0.86,0.88,1.00,0.09,0.49,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,16289258.22,5717488.25,16267981.10,21277.11,16267981.10,717456.64,542.000,487095.74,9463.320,648.999,3.932,,441277.11,16687981.10,0.543891,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.6,89.9],[34.7,77.6],[74.8,52.6],[112.9,46.5],[146.0,29.9]]","[[9.6,65.9],[249.8,6.7],[253.0,0.7],[539.3,0.0]]","[[0.0,1.0],[14.597,1.0],[14.597,1.0],[72.984,1.0],[72.984,1.0],[131.372,1.0],[131.372,1.0],[145.969,1.0],[1000000000.0,1.0]]","[[0.0,0.705],[39.753,0.705],[39.753,0.864],[220.174,0.864],[220.174,0.883],[421.743,0.883],[421.743,0.997],[451.613,0.997],[452.613,0.0]]",OK
Phase 1,25,5.9952,0.6,89.2,36.0,72.3,87.8,48.4,118.1,43.0,145.0,24.3,4.9,567.7,10.1,0.0,2.0,73.9,133.7,16.1,429.6,0.5,205.6,0.5,0.95,0.95,0.97,0.93,0.06,0.33,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1011003264.56,5807809.00,1000000000.00,0.00,0.00,551840.92,533.000,551840.92,10751.525,1251.972,6.687,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.6,89.2],[36.0,72.3],[87.8,48.4],[118.1,43.0],[145.0,24.3]]","[[2.0,73.9],[133.7,16.1],[205.6,0.5],[429.6,0.5]]","[[0.0,1.0],[14.497,1.0],[14.497,1.0],[72.485,1.0],[72.485,1.0],[130.473,1.0],[130.473,1.0],[144.97,1.0],[1000000000.0,1.0]]","[[0.0,0.946],[31.89,0.946],[31.89,0.954],[187.129,0.954],[187.129,0.971],[496.683,0.971],[496.683,0.925],[567.661,0.925],[568.661,0.0]]",ESCAPE
Phase 1,31,5.8271,1.0,89.0,34.8,70.7,73.3,44.8,113.9,50.0,147.4,24.7,0.0,60.9,0.1,0.0,19.8,61.7,72.2,6.8,402.1,2.5,285.0,0.0,0.91,0.88,0.93,0.86,0.05,0.43,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1069799350.22,3728004.66,6602255.25,6602255.25,174542.48,245527.55,140.000,143706.72,2285.523,1332.910,35.676,,-6182255.25,245457.52,0.944529,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.0,89.0],[34.8,70.7],[73.3,44.8],[113.9,50.0],[147.4,24.7]]","[[19.8,61.7],[72.2,6.8],[285.0,0.0],[402.1,2.5]]","[[0.0,1.0],[14.736,1.0],[14.736,1.0],[73.681,1.0],[73.681,1.0],[132.625,1.0],[132.625,1.0],[147.361,1.0],[1000000000.0,1.0]]","[[0.0,0.908],[3.101,0.908],[3.101,0.876],[26.062,0.876],[26.062,0.93],[53.111,0.93],[53.111,0.857],[60.913,0.857],[61.913,0.0]]",SUBORBIT
Phase 1,28,6.2089,0.0,89.7,35.3,73.6,84.2,48.8,119.9,33.5,142.9,26.3,11.8,282.7,15.2,0.0,13.7,74.3,263.1,4.3,151.1,0.1,431.5,1.9,0.80,0.99,0.84,0.95,0.09,0.42,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1058657467.09,5039582.46,5595167.03,5595167.03,110629.72,530689.92,389.000,460536.37,4271.244,912.859,12.341,,-5175167.03,530629.72,0.704640,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.7],[35.3,73.6],[84.2,48.8],[119.9,33.5],[142.9,26.3]]","[[13.7,74.3],[151.1,0.1],[263.1,4.3],[431.5,1.9]]","[[0.0,1.0],[14.29,1.0],[14.29,1.0],[71.452,1.0],[71.452,1.0],[128.614,1.0],[128.614,1.0],[142.904,1.0],[1000000000.0,1.0]]","[[0.0,0.804],[25.36,0.804],[25.36,0.995],[119.689,0.995],[119.689,0.844],[238.267,0.844],[238.267,0.954],[282.696,0.954],[283.696,0.0]]",SUBORBIT
Phase 1,29,6.0002,0.1,87.7,37.5,75.5,86.8,57.5,115.0,42.3,132.9,29.7,0.0,286.8,5.1,0.0,15.0,61.9,101.6,13.3,302.1,0.3,347.0,3.5,0.71,0.90,0.96,0.75,0.10,0.47,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1055150645.49,5051365.17,5281574.08,5281574.08,53330.66,366674.32,371.000,360916.35,4664.402,253.151,3.111,,-4861574.08,366669.34,0.633950,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,87.7],[37.5,75.5],[86.8,57.5],[115.0,42.3],[132.9,29.7]]","[[15.0,61.9],[101.6,13.3],[302.1,0.3],[347.0,3.5]]","[[0.0,1.0],[13.293,1.0],[13.293,1.0],[66.465,1.0],[66.465,1.0],[119.638,1.0],[119.638,1.0],[132.931,1.0],[1000000000.0,1.0]]","[[0.0,0.708],[27.902,0.708],[27.902,0.899],[133.867,0.899],[133.867,0.961],[266.853,0.961],[266.853,0.747],[286.843,0.747],[287.843,0.0]]",SUBORBIT
Phase 1,27,6.3767,0.0,88.0,52.6,73.4,73.4,51.3,104.1,48.1,136.6,29.0,1.8,366.0,1.8,0.0,0.0,74.7,74.6,4.5,260.6,1.3,236.3,0.0,0.98,0.95,0.86,1.00,0.16,0.40,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005603268.06,5539294.06,781695.72,781695.72,4615.15,311947.39,449.000,292288.31,7572.216,-336.101,-2.544,,-361695.72,415384.85,0.060730,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,88.0],[52.6,73.4],[73.4,51.3],[104.1,48.1],[136.6,29.0]]","[[0.0,74.7],[74.6,4.5],[236.3,0.0],[260.6,1.3]]","[[0.0,1.0],[13.658,1.0],[13.658,1.0],[68.29,1.0],[68.29,1.0],[122.922,1.0],[122.922,1.0],[136.581,1.0],[1000000000.0,1.0]]","[[0.0,0.977],[59.333,0.977],[59.333,0.947],[146.272,0.947],[146.272,0.862],[299.306,0.862],[299.306,0.998],[366.044,0.998],[367.044,0.0]]",SUBORBIT
Phase 1,30,5.9840,0.0,88.3,39.1,82.2,86.7,44.9,117.1,40.9,149.7,27.9,7.9,314.0,7.9,0.0,1.8,74.8,352.9,3.8,395.6,1.4,200.7,0.2,0.87,0.99,1.00,0.99,0.11,0.51,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1049764369.56,5373387.64,4733015.41,4733015.41,701200.00,956857.44,409.000,615863.87,5533.990,2063.764,21.896,,-4313015.41,1121200.00,0.569017,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,88.3],[39.1,82.2],[86.7,44.9],[117.1,40.9],[149.7,27.9]]","[[1.8,74.8],[200.7,0.2],[352.9,3.8],[395.6,1.4]]","[[0.0,1.0],[14.965,1.0],[14.965,1.0],[74.825,1.0],[74.825,1.0],[134.685,1.0],[134.685,1.0],[149.65,1.0],[1000000000.0,1.0]]","[[0.0,0.867],[34.976,0.867],[34.976,0.989],[158.812,0.989],[158.812,1.0],[295.056,1.0],[295.056,0.992],[314.025,0.992],[315.025,0.0]]",SUBORBIT
Phase 1,26,5.7853,1.2,89.5,25.6,79.8,79.1,44.5,112.9,45.2,141.0,28.7,11.6,442.8,0.0,0.0,0.1,53.2,188.6,20.2,254.0,0.7,484.6,0.4,0.89,0.88,0.97,0.88,0.12,0.48,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,80378491.97,5780849.47,80376073.92,2418.06,80376073.92,692966.70,534.000,437592.28,10421.258,542.511,2.984,,417581.94,80796073.92,0.855494,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.2,89.5],[25.6,79.8],[79.1,44.5],[112.9,45.2],[141.0,28.7]]","[[0.1,53.2],[188.6,20.2],[254.0,0.7],[484.6,0.4]]","[[0.0,1.0],[14.096,1.0],[14.096,1.0],[70.481,1.0],[70.481,1.0],[126.865,1.0],[126.865,1.0],[140.961,1.0],[1000000000.0,1.0]]","[[0.0,0.889],[53.144,0.889],[53.144,0.878],[214.46,0.878],[214.46,0.972],[390.719,0.972],[390.719,0.876],[442.819,0.876],[443.819,0.0]]",OK
Phase 1,32,6.4741,2.1,89.8,31.8,79.8,82.9,47.4,119.6,37.9,144.2,29.5,3.0,349.7,14.6,0.0,0.8,45.1,53.1,5.2,268.0,2.5,228.3,0.3,0.95,0.77,0.96,0.87,0.09,0.44,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1029975385.97,5387327.91,2986337.59,2986337.59,125672.46,251989.84,447.000,199883.99,6721.735,-678.761,-5.796,,-2566337.59,294327.54,0.273225,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.1,89.8],[31.8,79.8],[82.9,47.4],[119.6,37.9],[144.2,29.5]]","[[0.8,45.1],[53.1,5.2],[228.3,0.3],[268.0,2.5]]","[[0.0,1.0],[14.417,1.0],[14.417,1.0],[72.083,1.0],[72.083,1.0],[129.749,1.0],[129.749,1.0],[144.166,1.0],[1000000000.0,1.0]]","[[0.0,0.947],[30.534,0.947],[30.534,0.773],[153.924,0.773],[153.924,0.963],[321.571,0.963],[321.571,0.867],[349.74,0.867],[350.74,0.0]]",SUBORBIT
Phase 1,40,5.9511,0.5,89.1,41.2,77.4,87.2,41.0,119.9,43.5,149.8,24.4,5.5,138.0,1.6,0.0,8.1,44.9,69.2,6.8,218.8,4.4,458.3,0.4,0.98,0.96,0.90,0.97,0.07,0.35,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1067767285.80,4212884.74,6420251.92,6420251.92,144514.73,275509.22,225.000,240911.82,2638.987,748.821,16.484,,-6000251.92,275485.27,0.894332,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.5,89.1],[41.2,77.4],[87.2,41.0],[119.9,43.5],[149.8,24.4]]","[[8.1,44.9],[69.2,6.8],[218.8,4.4],[458.3,0.4]]","[[0.0,1.0],[14.978,1.0],[14.978,1.0],[74.888,1.0],[74.888,1.0],[134.798,1.0],[134.798,1.0],[149.775,1.0],[1000000000.0,1.0]]","[[0.0,0.985],[9.861,0.985],[9.861,0.959],[48.444,0.959],[48.444,0.905],[130.429,0.905],[130.429,0.969],[138.036,0.969],[139.036,0.0]]",SUBORBIT
Phase 1,34,6.0350,2.7,86.8,26.5,83.1,73.5,44.7,119.3,49.4,138.3,29.3,9.2,860.1,0.5,0.0,0.0,69.1,65.7,22.0,285.2,0.1,218.2,0.7,0.93,1.00,0.93,0.87,0.10,0.37,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1071980007.32,5796830.91,1000000000.00,0.00,0.00,368967.49,517.000,368967.49,10914.098,495.205,2.601,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,86.8],[26.5,83.1],[73.5,44.7],[119.3,49.4],[138.3,29.3]]","[[0.0,69.1],[65.7,22.0],[218.2,0.7],[285.2,0.1]]","[[0.0,1.0],[13.829,1.0],[13.829,1.0],[69.143,1.0],[69.143,1.0],[124.458,1.0],[124.458,1.0],[138.287,1.0],[1000000000.0,1.0]]","[[0.0,0.934],[85.768,0.934],[85.768,0.999],[319.868,0.999],[319.868,0.927],[793.044,0.927],[793.044,0.866],[860.107,0.866],[861.107,0.0]]",ESCAPE
Phase 1,33,6.1801,0.0,90.0,43.5,76.3,80.4,43.8,115.3,43.5,132.4,19.5,5.7,509.2,9.3,0.0,3.2,69.5,244.4,12.7,455.3,0.3,202.2,5.4,0.99,0.80,0.81,0.79,0.06,0.30,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009267577.41,5818471.15,1000000000.00,0.00,0.00,588433.38,597.000,588433.38,10720.093,982.900,5.261,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,90.0],[43.5,76.3],[80.4,43.8],[115.3,43.5],[132.4,19.5]]","[[3.2,69.5],[202.2,5.4],[244.4,12.7],[455.3,0.3]]","[[0.0,1.0],[13.238,1.0],[13.238,1.0],[66.19,1.0],[66.19,1.0],[119.143,1.0],[119.143,1.0],[132.381,1.0],[1000000000.0,1.0]]","[[0.0,0.986],[29.655,0.986],[29.655,0.796],[154.659,0.796],[154.659,0.811],[459.885,0.811],[459.885,0.794],[509.18,0.794],[510.18,0.0]]",ESCAPE
Phase 1,36,5.8899,4.1,86.3,31.6,82.4,90.0,58.3,118.7,48.5,149.8,17.9,2.4,880.5,19.8,0.0,1.4,39.9,160.7,0.5,404.7,0.3,306.7,0.1,0.94,0.95,0.90,0.85,0.13,0.48,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2306565447.14,5877390.53,1000000000.00,0.00,0.00,321309.50,594.000,299497.29,12954.785,673.315,2.979,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.1,86.3],[31.6,82.4],[90.0,58.3],[118.7,48.5],[149.8,17.9]]","[[1.4,39.9],[160.7,0.5],[306.7,0.1],[404.7,0.3]]","[[0.0,1.0],[14.977,1.0],[14.977,1.0],[74.885,1.0],[74.885,1.0],[134.793,1.0],[134.793,1.0],[149.77,1.0],[1000000000.0,1.0]]","[[0.0,0.936],[111.516,0.936],[111.516,0.953],[419.406,0.953],[419.406,0.904],[804.412,0.904],[804.412,0.85],[880.523,0.85],[881.523,0.0]]",ESCAPE
Phase 1,38,5.6647,4.2,88.2,22.4,81.2,63.3,47.1,112.3,49.3,142.2,28.8,14.9,385.1,15.5,0.0,0.6,70.0,47.1,9.6,382.5,2.6,338.9,1.6,0.93,0.70,0.98,0.91,0.09,0.38,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002847282.22,5560116.01,1393453.04,404893.56,1393453.04,225865.57,495.000,150207.10,8217.926,-537.681,-3.751,,15106.44,1813453.04,0.123423,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.2,88.2],[22.4,81.2],[63.3,47.1],[112.3,49.3],[142.2,28.8]]","[[0.6,70.0],[47.1,9.6],[338.9,1.6],[382.5,2.6]]","[[0.0,1.0],[14.217,1.0],[14.217,1.0],[71.085,1.0],[71.085,1.0],[127.953,1.0],[127.953,1.0],[142.17,1.0],[1000000000.0,1.0]]","[[0.0,0.932],[34.549,0.932],[34.549,0.701],[147.9,0.701],[147.9,0.976],[360.627,0.976],[360.627,0.912],[385.119,0.912],[386.119,0.0]]",SUBORBIT
Phase 1,37,6.4995,1.5,89.2,34.5,76.1,88.3,50.6,111.8,49.7,143.6,17.2,8.6,560.3,12.3,0.0,2.8,67.5,229.5,10.1,207.3,0.2,357.3,5.8,0.98,0.78,0.96,0.97,0.07,0.59,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006905304.84,5813696.63,1000000000.00,0.00,0.00,436480.41,597.000,436480.41,10834.335,272.183,1.440,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.5,89.2],[34.5,76.1],[88.3,50.6],[111.8,49.7],[143.6,17.2]]","[[2.8,67.5],[207.3,0.2],[229.5,10.1],[357.3,5.8]]","[[0.0,1.0],[14.358,1.0],[14.358,1.0],[71.79,1.0],[71.79,1.0],[129.222,1.0],[129.222,1.0],[143.58,1.0],[1000000000.0,1.0]]","[[0.0,0.979],[37.07,0.979],[37.07,0.779],[329.545,0.779],[329.545,0.959],[484.712,0.959],[484.712,0.973],[560.297,0.973],[561.297,0.0]]",ESCAPE
Phase 1,39,6.0154,1.8,88.1,43.6,84.7,71.9,53.3,117.9,50.0,134.5,29.5,4.0,395.1,8.9,0.0,1.9,60.8,193.3,14.9,332.9,6.4,225.3,1.8,0.92,0.85,0.99,0.99,0.12,0.48,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,3155404.54,5659117.88,3056778.22,98626.32,3056778.22,680436.71,487.000,508201.66,8227.257,751.573,5.241,,321373.68,3476778.22,0.190772,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.8,88.1],[43.6,84.7],[71.9,53.3],[117.9,50.0],[134.5,29.5]]","[[1.9,60.8],[193.3,14.9],[225.3,1.8],[332.9,6.4]]","[[0.0,1.0],[13.452,1.0],[13.452,1.0],[67.261,1.0],[67.261,1.0],[121.069,1.0],[121.069,1.0],[134.521,1.0],[1000000000.0,1.0]]","[[0.0,0.918],[46.772,0.918],[46.772,0.846],[187.842,0.846],[187.842,0.989],[375.262,0.989],[375.262,0.992],[395.076,0.992],[396.076,0.0]]",OK
Phase 1,35,5.9099,3.0,87.5,41.7,74.8,79.4,47.8,118.5,43.0,149.4,24.7,10.6,444.3,5.0,0.0,7.2,72.2,234.1,11.7,287.0,2.2,527.5,0.5,0.85,1.00,0.93,0.82,0.07,0.26,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,84891588.70,5801366.82,84778420.23,113168.47,84778420.23,1034322.57,539.000,636900.69,10279.196,1202.484,6.718,,533168.47,85198420.23,0.859776,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.0,87.5],[41.7,74.8],[79.4,47.8],[118.5,43.0],[149.4,24.7]]","[[7.2,72.2],[234.1,11.7],[287.0,2.2],[527.5,0.5]]","[[0.0,1.0],[14.944,1.0],[14.944,1.0],[74.721,1.0],[74.721,1.0],[134.497,1.0],[134.497,1.0],[149.441,1.0],[1000000000.0,1.0]]","[[0.0,0.85],[32.159,0.85],[32.159,1.0],[115.007,1.0],[115.007,0.928],[390.202,0.928],[390.202,0.824],[444.295,0.824],[445.295,0.0]]",OK
Phase 1,41,6.4552,0.0,89.3,34.5,83.0,85.2,44.5,119.9,41.5,141.6,26.0,1.9,323.8,13.9,0.0,2.2,56.5,107.0,25.2,511.4,0.6,311.0,0.8,1.00,0.83,0.89,1.00,0.05,0.45,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1049361884.14,5219828.06,4755442.11,4755442.11,52020.98,472081.93,419.000,418347.41,5256.436,704.992,7.708,,-4335442.11,472020.98,0.541468,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.3],[34.5,83.0],[85.2,44.5],[119.9,41.5],[141.6,26.0]]","[[2.2,56.5],[107.0,25.2],[311.0,0.8],[511.4,0.6]]","[[0.0,1.0],[14.157,1.0],[14.157,1.0],[70.786,1.0],[70.786,1.0],[127.414,1.0],[127.414,1.0],[141.571,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[16.223,0.999],[16.223,0.832],[144.605,0.832],[144.605,0.888],[307.096,0.888],[307.096,0.998],[323.826,0.998],[324.826,0.0]]",SUBORBIT
Phase 1,44,5.6990,0.1,90.0,36.8,81.8,83.7,45.0,119.4,48.5,139.3,24.2,3.2,310.1,0.1,0.0,3.5,67.7,63.8,5.6,590.5,2.5,234.3,3.7,0.94,0.93,0.90,0.94,0.06,0.38,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1047552916.68,5183178.00,4583935.65,4583935.65,129624.56,291158.01,392.000,288534.03,5460.431,-128.912,-1.353,,-4163935.65,290375.44,0.502265,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,90.0],[36.8,81.8],[83.7,45.0],[119.4,48.5],[139.3,24.2]]","[[3.5,67.7],[63.8,5.6],[234.3,3.7],[590.5,2.5]]","[[0.0,1.0],[13.935,1.0],[13.935,1.0],[69.673,1.0],[69.673,1.0],[125.412,1.0],[125.412,1.0],[139.347,1.0],[1000000000.0,1.0]]","[[0.0,0.939],[20.047,0.939],[20.047,0.93],[118.226,0.93],[118.226,0.9],[268.389,0.9],[268.389,0.939],[310.145,0.939],[311.145,0.0]]",SUBORBIT
Phase 1,43,5.3625,1.9,89.9,26.6,76.0,72.3,41.0,101.8,49.0,140.4,28.1,6.9,312.9,8.6,0.0,0.7,74.2,223.5,9.7,927.1,2.6,518.5,1.3,0.99,0.71,1.00,0.82,0.10,0.57,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1054063203.57,4974459.23,5180361.73,5180361.73,79224.54,340783.84,405.000,332528.79,4809.672,299.211,3.567,,-4760361.73,340775.46,0.612940,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.9,89.9],[26.6,76.0],[72.3,41.0],[101.8,49.0],[140.4,28.1]]","[[0.7,74.2],[223.5,9.7],[518.5,1.3],[927.1,2.6]]","[[0.0,1.0],[14.045,1.0],[14.045,1.0],[70.224,1.0],[70.224,1.0],[126.403,1.0],[126.403,1.0],[140.448,1.0],[1000000000.0,1.0]]","[[0.0,0.994],[29.935,0.994],[29.935,0.711],[177.571,0.711],[177.571,0.997],[296.334,0.997],[296.334,0.819],[312.857,0.819],[313.857,0.0]]",SUBORBIT
Phase 1,42,6.2540,1.8,89.1,20.3,85.0,79.9,45.3,120.0,45.5,147.2,26.3,9.2,318.1,1.0,0.0,0.3,68.6,382.0,19.8,286.8,4.9,510.5,5.3,0.99,0.99,1.00,0.95,0.06,0.58,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1050232724.15,5414524.32,4723943.61,4723943.61,1269344.40,1164215.98,408.000,658515.91,5889.858,2854.639,28.991,,-4303943.61,1689344.40,0.591789,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.8,89.1],[20.3,85.0],[79.9,45.3],[120.0,45.5],[147.2,26.3]]","[[0.3,68.6],[286.8,4.9],[382.0,19.8],[510.5,5.3]]","[[0.0,1.0],[14.72,1.0],[14.72,1.0],[73.602,1.0],[73.602,1.0],[132.484,1.0],[132.484,1.0],[147.205,1.0],[1000000000.0,1.0]]","[[0.0,0.995],[18.118,0.995],[18.118,0.99],[184.773,0.99],[184.773,0.995],[299.425,0.995],[299.425,0.952],[318.09,0.952],[319.09,0.0]]",SUBORBIT
Phase 1,46,6.4970,0.0,87.4,32.6,77.4,73.6,44.5,115.5,46.0,142.1,29.4,5.7,831.8,0.1,0.0,1.2,45.6,125.5,16.5,361.3,0.7,378.6,1.0,0.96,0.78,0.97,0.92,0.06,0.26,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1102102388.86,5792470.38,1000000000.00,0.00,0.00,333014.51,548.000,333014.51,10932.458,389.446,2.041,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,87.4],[32.6,77.4],[73.6,44.5],[115.5,46.0],[142.1,29.4]]","[[1.2,45.6],[125.5,16.5],[361.3,0.7],[378.6,1.0]]","[[0.0,1.0],[14.207,1.0],[14.207,1.0],[71.034,1.0],[71.034,1.0],[127.861,1.0],[127.861,1.0],[142.068,1.0],[1000000000.0,1.0]]","[[0.0,0.965],[48.106,0.965],[48.106,0.78],[216.124,0.78],[216.124,0.97],[728.843,0.97],[728.843,0.925],[831.815,0.925],[832.815,0.0]]",ESCAPE
